MarkerName,Effect,StdErr,P-value,Direction,HetISq,HetChiSq,HetDf,HetPVal,CpG_chrm,CpG_beg,CpG_end,probe_strand,genesUniq,geneNames,transcriptTypes,transcriptIDs,distToTSS,CGI,CGIposition,snpID,snpChrm,snpEnd,snpRef,snpAlt,GAN,GAC,GAF,distance
cg3267,0.0882,0.007,6.24e-36,++,0,0.005,1,0.9415,,,,,,,,,,,,,,,,,,,,
cg4105,-0.8158,0.0653,7.869e-36,+-,68.4,3.168,1,0.0751,,,,,,,,,,,,,,,,,,,,
cg3881,0.4294,0.0344,8.786e-36,++,0,0.337,1,0.5618,,,,,,,,,,,,,,,,,,,,
cg4548,0.408,0.0327,1.144e-35,++,0,0.091,1,0.7626,,,,,,,,,,,,,,,,,,,,
cg3221,0.9049,0.073,2.543e-35,-+,84.7,6.551,1,0.01048,,,,,,,,,,,,,,,,,,,,
cg3799,0.2536,0.0207,1.848e-34,-+,0,0.864,1,0.3528,,,,,,,,,,,,,,,,,,,,
cg2364,-0.6224,0.051,3.186e-34,+-,95.7,23.071,1,1.561e-06,,,,,,,,,,,,,,,,,,,,
cg1640,-0.6175,0.051,9.063e-34,+-,7.7,1.084,1,0.2979,,,,,,,,,,,,,,,,,,,,
cg4349,0.3448,0.0285,1.057e-33,++,0,0.168,1,0.6823,,,,,,,,,,,,,,,,,,,,
cg1281,0.6038,0.0502,2.449e-33,-+,68.4,3.164,1,0.07526,,,,,,,,,,,,,,,,,,,,
cg4854,0.3103,0.0258,2.894e-33,++,97.4,38.056,1,6.873e-10,,,,,,,,,,,,,,,,,,,,
cg4389,0.5509,0.0461,5.747e-33,-+,97.7,43.659,1,3.909e-11,,,,,,,,,,,,,,,,,,,,
cg4251,0.7059,0.0593,1.05e-32,-+,62.2,2.649,1,0.1036,,,,,,,,,,,,,,,,,,,,
cg1775,-0.5968,0.0508,7.076e-32,+-,16.8,1.202,1,0.2729,,,,,,,,,,,,,,,,,,,,
cg3582,-0.3252,0.0277,8.173e-32,+-,0,0.701,1,0.4025,,,,,,,,,,,,,,,,,,,,
cg920,0.206,0.0176,1.107e-31,-+,60.1,2.506,1,0.1134,,,,,,,,,,,,,,,,,,,,
cg3382,0.7383,0.0631,1.184e-31,++,0,0.25,1,0.6168,,,,,,,,,,,,,,,,,,,,
cg950,0.4825,0.0415,3.559e-31,-+,67.7,3.1,1,0.0783,,,,,,,,,,,,,,,,,,,,
cg1188,0.703,0.0607,4.64e-31,-+,84.3,6.352,1,0.01173,,,,,,,,,,,,,,,,,,,,
cg209,-0.627,0.0542,6.377e-31,--,0,0.125,1,0.7235,,,,,,,,,,,,,,,,,,,,
cg223,0.3101,0.0269,1.2e-30,-+,0,0.421,1,0.5167,,,,,,,,,,,,,,,,,,,,
cg1998,-0.4208,0.0369,3.828e-30,+-,0,0.383,1,0.5357,,,,,,,,,,,,,,,,,,,,
cg2564,0.6524,0.0573,5.108e-30,++,0,0.23,1,0.6314,,,,,,,,,,,,,,,,,,,,
cg812,0.5048,0.0445,8.464e-30,-+,72.1,3.588,1,0.0582,,,,,,,,,,,,,,,,,,,,
cg4473,0.3713,0.0329,1.505e-29,++,0,0,1,0.9858,,,,,,,,,,,,,,,,,,,,
cg2158,0.9918,0.088,1.919e-29,-+,35,1.539,1,0.2148,,,,,,,,,,,,,,,,,,,,
cg2983,0.3336,0.0298,5.066e-29,-+,23.9,1.313,1,0.2518,,,,,,,,,,,,,,,,,,,,
cg836,0.3036,0.0272,6.326e-29,-+,73.2,3.73,1,0.05345,,,,,,,,,,,,,,,,,,,,
cg2441,-0.2507,0.0226,1.183e-28,+-,89.2,9.258,1,0.002345,,,,,,,,,,,,,,,,,,,,
cg4468,0.2794,0.0252,1.389e-28,-+,23.7,1.311,1,0.2523,,,,,,,,,,,,,,,,,,,,
cg197,0.5516,0.0497,1.407e-28,++,0,0.168,1,0.6822,,,,,,,,,,,,,,,,,,,,
cg3698,0.558,0.0504,1.571e-28,++,0,0.195,1,0.6588,,,,,,,,,,,,,,,,,,,,
cg2242,0.7354,0.0664,1.686e-28,++,0,0.098,1,0.7541,,,,,,,,,,,,,,,,,,,,
cg3777,0.5461,0.0493,1.733e-28,++,0,0.03,1,0.8635,,,,,,,,,,,,,,,,,,,,
cg1362,0.2439,0.0221,2.082e-28,-+,30,1.428,1,0.2321,,,,,,,,,,,,,,,,,,,,
cg313,-0.6217,0.0563,2.269e-28,--,0,0.004,1,0.9499,,,,,,,,,,,,,,,,,,,,
cg4289,-1.0368,0.0949,9.176e-28,--,0,0.769,1,0.3804,,,,,,,,,,,,,,,,,,,,
cg1128,-0.5146,0.0472,1.119e-27,--,0,0.01,1,0.9211,,,,,,,,,,,,,,,,,,,,
cg2269,0.2351,0.0216,1.333e-27,-+,0,0.314,1,0.5755,,,,,,,,,,,,,,,,,,,,
cg568,-0.7339,0.0678,2.788e-27,--,0,0.873,1,0.3502,,,,,,,,,,,,,,,,,,,,
cg1951,-0.6132,0.0568,3.4e-27,--,0,0.427,1,0.5133,,,,,,,,,,,,,,,,,,,,
cg627,0.4101,0.0381,4.635e-27,++,0,0.026,1,0.8713,,,,,,,,,,,,,,,,,,,,
cg1389,-0.4258,0.0396,6.09e-27,--,0,0.135,1,0.7134,,,,,,,,,,,,,,,,,,,,
cg4221,0.7769,0.0727,1.213e-26,++,0,0.275,1,0.5998,,,,,,,,,,,,,,,,,,,,
cg4524,-0.447,0.0418,1.236e-26,+-,36.7,1.58,1,0.2087,,,,,,,,,,,,,,,,,,,,
cg4906,-0.5806,0.0544,1.268e-26,--,22.6,1.292,1,0.2557,,,,,,,,,,,,,,,,,,,,
cg957,-0.4945,0.0464,1.476e-26,+-,0,0.563,1,0.4532,,,,,,,,,,,,,,,,,,,,
cg3037,0.1863,0.0175,1.854e-26,++,0,0.031,1,0.8607,,,,,,,,,,,,,,,,,,,,
cg2831,0.4128,0.0389,2.492e-26,-+,50.8,2.033,1,0.1539,,,,,,,,,,,,,,,,,,,,
cg1852,0.5755,0.0542,2.664e-26,++,75.3,4.042,1,0.04437,,,,,,,,,,,,,,,,,,,,
cg2968,-0.2438,0.0231,3.908e-26,+-,20.3,1.255,1,0.2626,,,,,,,,,,,,,,,,,,,,
cg4087,0.2821,0.0269,1.203e-25,-+,89.8,9.805,1,0.001741,,,,,,,,,,,,,,,,,,,,
cg3381,0.5547,0.0531,1.402e-25,++,0,0.047,1,0.8287,,,,,,,,,,,,,,,,,,,,
cg947,0.5808,0.0557,1.791e-25,++,0,0.013,1,0.911,,,,,,,,,,,,,,,,,,,,
cg364,0.5281,0.0509,3.411e-25,-+,67.6,3.087,1,0.07891,,,,,,,,,,,,,,,,,,,,
cg4744,0.6549,0.0637,8.072e-25,++,0,0.169,1,0.6812,,,,,,,,,,,,,,,,,,,,
cg1239,0.4614,0.045,1.057e-24,-+,68.3,3.157,1,0.0756,,,,,,,,,,,,,,,,,,,,
cg4107,-0.783,0.0763,1.118e-24,+-,86,7.152,1,0.00749,,,,,,,,,,,,,,,,,,,,
cg3204,1.0844,0.1059,1.289e-24,++,7.6,1.083,1,0.2981,,,,,,,,,,,,,,,,,,,,
cg4420,-0.6263,0.0614,2.163e-24,--,0,0.031,1,0.8592,,,,,,,,,,,,,,,,,,,,
cg3904,0.93,0.0923,7.364e-24,++,1.2,1.012,1,0.3143,,,,,,,,,,,,,,,,,,,,
cg2873,-0.5426,0.0541,1.172e-23,--,0,0.098,1,0.7544,,,,,,,,,,,,,,,,,,,,
cg2027,0.3374,0.0337,1.211e-23,-+,0,0.725,1,0.3946,,,,,,,,,,,,,,,,,,,,
cg4645,0.7958,0.0795,1.304e-23,-+,0,0.834,1,0.3612,,,,,,,,,,,,,,,,,,,,
cg2028,-0.371,0.0371,1.495e-23,+-,0,0.815,1,0.3665,,,,,,,,,,,,,,,,,,,,
cg4979,-0.4192,0.042,2.037e-23,--,0,0.318,1,0.573,,,,,,,,,,,,,,,,,,,,
cg2812,0.3527,0.0355,2.754e-23,-+,0,0.726,1,0.3942,,,,,,,,,,,,,,,,,,,,
cg3242,0.3006,0.0303,3.166e-23,++,0,0.167,1,0.6825,,,,,,,,,,,,,,,,,,,,
cg4346,0.431,0.0435,4.225e-23,-+,0,0.396,1,0.5294,,,,,,,,,,,,,,,,,,,,
cg3033,0.6766,0.069,1.001e-22,-+,88.5,8.663,1,0.003247,,,,,,,,,,,,,,,,,,,,
cg4393,0.4428,0.0452,1.06e-22,++,0,0.04,1,0.8413,,,,,,,,,,,,,,,,,,,,
cg4996,-0.4714,0.0481,1.061e-22,--,0,0.009,1,0.9253,,,,,,,,,,,,,,,,,,,,
cg1588,0.4849,0.0496,1.532e-22,-+,73.1,3.713,1,0.05399,,,,,,,,,,,,,,,,,,,,
cg1347,0.1453,0.0149,1.71e-22,-+,74.1,3.86,1,0.04945,,,,,,,,,,,,,,,,,,,,
cg4610,-0.5334,0.0549,2.445e-22,--,0,0.032,1,0.8576,,,,,,,,,,,,,,,,,,,,
cg159,-0.5742,0.0591,2.813e-22,--,0,0.932,1,0.3343,,,,,,,,,,,,,,,,,,,,
cg345,-0.7673,0.0791,2.913e-22,+-,69.3,3.26,1,0.07098,,,,,,,,,,,,,,,,,,,,
cg2391,-0.8863,0.0918,4.665e-22,+-,28.2,1.394,1,0.2378,,,,,,,,,,,,,,,,,,,,
cg4417,0.3059,0.0317,4.863e-22,++,0,0.028,1,0.8676,,,,,,,,,,,,,,,,,,,,
cg1969,0.7067,0.0738,1.037e-21,++,0,0.593,1,0.4412,,,,,,,,,,,,,,,,,,,,
cg1219,0.3532,0.037,1.239e-21,-+,0,0.612,1,0.4341,,,,,,,,,,,,,,,,,,,,
cg4549,0.5595,0.0586,1.265e-21,++,0,0.142,1,0.7065,,,,,,,,,,,,,,,,,,,,
cg3301,-0.4205,0.0445,3.192e-21,+-,0,0.6,1,0.4388,,,,,,,,,,,,,,,,,,,,
cg1593,0.6443,0.0694,1.719e-20,++,73.6,3.784,1,0.05175,,,,,,,,,,,,,,,,,,,,
cg352,0.5979,0.0646,2.24e-20,-+,73.3,3.748,1,0.05288,,,,,,,,,,,,,,,,,,,,
cg3020,-0.2477,0.0269,3.248e-20,--,0,0.515,1,0.473,,,,,,,,,,,,,,,,,,,,
cg3453,0.6184,0.0672,3.326e-20,-+,70.6,3.406,1,0.06496,,,,,,,,,,,,,,,,,,,,
cg4537,0.5063,0.0552,4.521e-20,-+,57.4,2.346,1,0.1256,,,,,,,,,,,,,,,,,,,,
cg1031,0.8141,0.0888,4.704e-20,++,31.8,1.465,1,0.2261,,,,,,,,,,,,,,,,,,,,
cg1063,-0.5247,0.0574,6.168e-20,+-,5,1.053,1,0.3049,,,,,,,,,,,,,,,,,,,,
cg2781,0.5583,0.0615,1.042e-19,-+,74.2,3.877,1,0.04895,,,,,,,,,,,,,,,,,,,,
cg4523,0.5902,0.065,1.099e-19,++,0,0.017,1,0.8969,,,,,,,,,,,,,,,,,,,,
cg3076,-0.8993,0.0992,1.239e-19,+-,83.8,6.176,1,0.01295,,,,,,,,,,,,,,,,,,,,
cg1164,0.8956,0.0994,2.146e-19,-+,46.3,1.862,1,0.1724,,,,,,,,,,,,,,,,,,,,
cg1549,-0.4089,0.0455,2.386e-19,--,17.5,1.211,1,0.271,,,,,,,,,,,,,,,,,,,,
cg181,-0.6982,0.0779,3.225e-19,--,88.7,8.822,1,0.002975,,,,,,,,,,,,,,,,,,,,
cg291,0.5146,0.0575,3.513e-19,++,0,0.869,1,0.3512,,,,,,,,,,,,,,,,,,,,
cg846,0.3418,0.0383,4.35e-19,-+,85.1,6.707,1,0.009606,,,,,,,,,,,,,,,,,,,,
cg153,0.7004,0.0786,4.916e-19,++,0,0.605,1,0.4367,,,,,,,,,,,,,,,,,,,,
cg4508,0.4869,0.0547,5.625e-19,++,0,0.135,1,0.7135,,,,,,,,,,,,,,,,,,,,
cg1691,0.3615,0.0407,6.701e-19,-+,0,0.971,1,0.3244,,,,,,,,,,,,,,,,,,,,
cg4387,0.5232,0.0591,8.764e-19,++,0,0.003,1,0.9549,,,,,,,,,,,,,,,,,,,,
cg343,0.8034,0.0909,9.563e-19,++,0,0.002,1,0.967,,,,,,,,,,,,,,,,,,,,
cg2772,0.6861,0.0778,1.107e-18,-+,18.1,1.22,1,0.2693,,,,,,,,,,,,,,,,,,,,
cg4933,0.7988,0.0908,1.375e-18,++,42.2,1.73,1,0.1885,,,,,,,,,,,,,,,,,,,,
cg4344,0.2507,0.0285,1.551e-18,-+,0,0.925,1,0.3362,,,,,,,,,,,,,,,,,,,,
cg3990,-0.5357,0.0612,2.166e-18,--,0,0.091,1,0.7634,,,,,,,,,,,,,,,,,,,,
cg2460,1.2112,0.1385,2.256e-18,+-,66.2,2.962,1,0.08526,,,,,,,,,,,,,,,,,,,,
cg3369,-0.4166,0.0477,2.363e-18,+-,35.6,1.553,1,0.2126,,,,,,,,,,,,,,,,,,,,
cg971,0.4559,0.0522,2.553e-18,-+,0,0.863,1,0.3529,,,,,,,,,,,,,,,,,,,,
cg3941,0.6282,0.0722,3.335e-18,-+,66.1,2.951,1,0.08585,,,,,,,,,,,,,,,,,,,,
cg1030,0.5104,0.059,5.426e-18,-+,24.2,1.319,1,0.2508,,,,,,,,,,,,,,,,,,,,
cg2150,-0.5253,0.0608,5.651e-18,--,0,0.247,1,0.6191,,,,,,,,,,,,,,,,,,,,
cg3378,-0.4956,0.0574,5.887e-18,--,0,0.284,1,0.5944,,,,,,,,,,,,,,,,,,,,
cg4956,-0.4977,0.0577,6.221e-18,--,0,0.002,1,0.9658,,,,,,,,,,,,,,,,,,,,
cg463,-0.3076,0.0357,7.438e-18,--,0,0.001,1,0.9748,,,,,,,,,,,,,,,,,,,,
cg4041,-0.2499,0.0291,9.405e-18,+-,29.8,1.424,1,0.2328,,,,,,,,,,,,,,,,,,,,
cg310,0.2913,0.034,1.083e-17,++,0,0.929,1,0.3351,,,,,,,,,,,,,,,,,,,,
cg3705,0.2769,0.0324,1.263e-17,++,0,0.559,1,0.4545,,,,,,,,,,,,,,,,,,,,
cg3308,-0.3188,0.0373,1.317e-17,--,0,0.891,1,0.3451,,,,,,,,,,,,,,,,,,,,
cg4805,-0.2052,0.0241,1.681e-17,+-,80.2,5.046,1,0.02468,,,,,,,,,,,,,,,,,,,,
cg4732,-0.6325,0.0744,1.884e-17,--,0,0.063,1,0.8015,,,,,,,,,,,,,,,,,,,,
cg4362,-0.299,0.0352,2.05e-17,--,41.2,1.7,1,0.1922,,,,,,,,,,,,,,,,,,,,
cg2591,0.3908,0.0462,2.714e-17,++,0,0.003,1,0.9565,,,,,,,,,,,,,,,,,,,,
cg3530,-0.4255,0.0504,3.311e-17,--,0,0.002,1,0.9631,,,,,,,,,,,,,,,,,,,,
cg321,-0.1325,0.0157,3.76e-17,+-,85.7,6.979,1,0.008245,,,,,,,,,,,,,,,,,,,,
cg1719,0.6437,0.0765,3.808e-17,++,0,0.454,1,0.5004,,,,,,,,,,,,,,,,,,,,
cg3180,0.3198,0.038,3.997e-17,-+,78.8,4.719,1,0.02983,,,,,,,,,,,,,,,,,,,,
cg365,0.2615,0.0314,7.377e-17,++,0,0.063,1,0.8021,,,,,,,,,,,,,,,,,,,,
cg1124,0.5792,0.0696,8.837e-17,++,0,0.315,1,0.5749,,,,,,,,,,,,,,,,,,,,
cg3013,0.7158,0.0861,9.299e-17,++,10.2,1.114,1,0.2913,,,,,,,,,,,,,,,,,,,,
cg4676,-0.4659,0.056,9.323e-17,-+,93,14.311,1,0.0001549,,,,,,,,,,,,,,,,,,,,
cg2978,0.2504,0.0301,9.499e-17,-+,0,0.224,1,0.6363,,,,,,,,,,,,,,,,,,,,
cg3873,-0.7108,0.0855,9.526e-17,+-,49.4,1.978,1,0.1596,,,,,,,,,,,,,,,,,,,,
cg4939,-0.8856,0.107,1.285e-16,--,0,0.218,1,0.6406,,,,,,,,,,,,,,,,,,,,
cg3716,-0.2697,0.0326,1.31e-16,+-,0,0.138,1,0.7104,,,,,,,,,,,,,,,,,,,,
cg1905,1.6556,0.201,1.757e-16,++,91.2,11.408,1,0.0007311,,,,,,,,,,,,,,,,,,,,
cg942,0.6206,0.0754,1.821e-16,-+,54.4,2.191,1,0.1388,,,,,,,,,,,,,,,,,,,,
cg4670,0.6044,0.0736,2.125e-16,-+,57,2.324,1,0.1274,,,,,,,,,,,,,,,,,,,,
cg3517,-0.755,0.0922,2.561e-16,+-,23.9,1.314,1,0.2518,,,,,,,,,,,,,,,,,,,,
cg1962,0.6919,0.0847,3.058e-16,-+,66.1,2.953,1,0.08574,,,,,,,,,,,,,,,,,,,,
cg4840,0.6455,0.079,3.098e-16,++,0,0.665,1,0.4147,,,,,,,,,,,,,,,,,,,,
cg1180,0.0414,0.0051,3.753e-16,++,92.9,14.08,1,0.0001752,,,,,,,,,,,,,,,,,,,,
cg3286,0.7793,0.0963,5.723e-16,++,0,0.008,1,0.9279,,,,,,,,,,,,,,,,,,,,
cg4274,-1.0129,0.1256,7.238e-16,--,96,24.968,1,5.829e-07,,,,,,,,,,,,,,,,,,,,
cg3120,0.3861,0.048,9.006e-16,-+,0,0.678,1,0.4103,,,,,,,,,,,,,,,,,,,,
cg610,0.4214,0.0524,9.012e-16,++,0,0.947,1,0.3304,,,,,,,,,,,,,,,,,,,,
cg869,0.2795,0.0349,1.214e-15,-+,0,0.492,1,0.483,,,,,,,,,,,,,,,,,,,,
cg558,-0.5736,0.0717,1.28e-15,--,0,0.442,1,0.506,,,,,,,,,,,,,,,,,,,,
cg896,0.8526,0.1067,1.358e-15,-+,0,0.995,1,0.3186,,,,,,,,,,,,,,,,,,,,
cg1311,-0.3988,0.0501,1.647e-15,--,0,0.053,1,0.8187,,,,,,,,,,,,,,,,,,,,
cg4767,-0.2537,0.0319,1.702e-15,+-,0,0.831,1,0.362,,,,,,,,,,,,,,,,,,,,
cg3507,0.8266,0.1041,2.032e-15,++,6.7,1.072,1,0.3005,,,,,,,,,,,,,,,,,,,,
cg2607,0.2676,0.0339,2.962e-15,-+,0,0.153,1,0.6957,,,,,,,,,,,,,,,,,,,,
cg3494,0.591,0.0753,4.274e-15,++,0,0.844,1,0.3583,,,,,,,,,,,,,,,,,,,,
cg4585,0.3177,0.0406,4.851e-15,++,0,0.053,1,0.8177,,,,,,,,,,,,,,,,,,,,
cg4169,0.809,0.1037,6.08e-15,++,0,0.365,1,0.5459,,,,,,,,,,,,,,,,,,,,
cg3442,-0.2375,0.0305,6.279e-15,+-,45.2,1.824,1,0.1768,,,,,,,,,,,,,,,,,,,,
cg1120,0.6788,0.0876,8.971e-15,-+,85,6.678,1,0.009764,,,,,,,,,,,,,,,,,,,,
cg3782,-0.7262,0.0938,9.885e-15,--,0,0.782,1,0.3765,,,,,,,,,,,,,,,,,,,,
cg3184,-0.5039,0.0651,1.017e-14,--,31,1.45,1,0.2285,,,,,,,,,,,,,,,,,,,,
cg1490,0.6605,0.0854,1.029e-14,-+,34.6,1.529,1,0.2163,,,,,,,,,,,,,,,,,,,,
cg3621,-0.1435,0.0186,1.073e-14,--,0,0.867,1,0.3518,,,,,,,,,,,,,,,,,,,,
cg2557,0.5539,0.0719,1.346e-14,-+,87.9,8.246,1,0.004083,,,,,,,,,,,,,,,,,,,,
cg3138,0.3189,0.0414,1.348e-14,++,0,0.349,1,0.5546,,,,,,,,,,,,,,,,,,,,
cg4997,-0.6642,0.0864,1.495e-14,+-,94.7,18.893,1,1.382e-05,,,,,,,,,,,,,,,,,,,,
cg3305,0.6422,0.0839,1.89e-14,-+,78.9,4.749,1,0.02931,,,,,,,,,,,,,,,,,,,,
cg4870,0.7383,0.0967,2.301e-14,++,0,0.485,1,0.4864,,,,,,,,,,,,,,,,,,,,
cg3658,-0.1992,0.0261,2.49e-14,+-,94.8,19.357,1,1.084e-05,,,,,,,,,,,,,,,,,,,,
cg3135,0.4911,0.0645,2.555e-14,++,0,0.913,1,0.3393,,,,,,,,,,,,,,,,,,,,
cg4768,0.6623,0.0873,3.328e-14,-+,44.5,1.802,1,0.1795,,,,,,,,,,,,,,,,,,,,
cg3975,-0.5969,0.0789,3.751e-14,+-,90.2,10.166,1,0.00143,,,,,,,,,,,,,,,,,,,,
cg2097,-0.1349,0.0179,4.521e-14,+-,78.4,4.621,1,0.03159,,,,,,,,,,,,,,,,,,,,
cg2069,0.6658,0.0884,4.872e-14,-+,94.9,19.757,1,8.794e-06,,,,,,,,,,,,,,,,,,,,
cg4397,-0.6281,0.0836,5.866e-14,+-,0,0.593,1,0.4412,,,,,,,,,,,,,,,,,,,,
cg4032,-0.2791,0.0372,5.926e-14,+-,0,0.561,1,0.4539,,,,,,,,,,,,,,,,,,,,
cg1831,0.6792,0.0906,6.502e-14,++,0,0.212,1,0.6455,,,,,,,,,,,,,,,,,,,,
cg1944,0.4756,0.0635,6.596e-14,++,43.9,1.784,1,0.1817,,,,,,,,,,,,,,,,,,,,
cg213,-0.6673,0.0894,8.244e-14,+-,79.5,4.887,1,0.02706,,,,,,,,,,,,,,,,,,,,
cg474,0.3414,0.0458,8.506e-14,-+,0,0.28,1,0.5967,,,,,,,,,,,,,,,,,,,,
cg2257,-1.232,0.1654,9.41e-14,-+,76.6,4.274,1,0.03869,,,,,,,,,,,,,,,,,,,,
cg4570,0.515,0.0692,9.767e-14,-+,71.9,3.557,1,0.05928,,,,,,,,,,,,,,,,,,,,
cg2623,0.3443,0.0464,1.132e-13,-+,66.7,3.001,1,0.0832,,,,,,,,,,,,,,,,,,,,
cg769,0.8702,0.1178,1.48e-13,++,0,0.003,1,0.9551,,,,,,,,,,,,,,,,,,,,
cg1115,-0.471,0.0645,2.822e-13,--,0,0.027,1,0.8688,,,,,,,,,,,,,,,,,,,,
cg828,1.3786,0.1895,3.476e-13,++,84.8,6.563,1,0.01041,,,,,,,,,,,,,,,,,,,,
cg590,0.0982,0.0135,3.507e-13,++,0,0.006,1,0.9386,,,,,,,,,,,,,,,,,,,,
cg3832,-0.2463,0.034,4.618e-13,--,0,0.018,1,0.8939,,,,,,,,,,,,,,,,,,,,
cg721,-0.5769,0.0798,4.879e-13,--,0,0.738,1,0.3904,,,,,,,,,,,,,,,,,,,,
cg1157,0.513,0.071,5.017e-13,++,0,0.452,1,0.5013,,,,,,,,,,,,,,,,,,,,
cg4288,-0.6332,0.088,6.126e-13,--,0,0.65,1,0.4201,,,,,,,,,,,,,,,,,,,,
cg2013,-0.5876,0.0824,9.944e-13,+-,81.7,5.463,1,0.01943,,,,,,,,,,,,,,,,,,,,
cg15,-0.2723,0.0382,1.045e-12,--,72.5,3.635,1,0.05657,,,,,,,,,,,,,,,,,,,,
cg698,-0.6366,0.0897,1.27e-12,+-,65.1,2.867,1,0.09043,,,,,,,,,,,,,,,,,,,,
cg4294,0.2325,0.0329,1.527e-12,++,0,0.092,1,0.7612,,,,,,,,,,,,,,,,,,,,
cg2442,-0.8655,0.1225,1.629e-12,--,0,0.519,1,0.4711,,,,,,,,,,,,,,,,,,,,
cg1166,0.5703,0.081,1.9e-12,++,0,0.126,1,0.7224,,,,,,,,,,,,,,,,,,,,
cg4018,-0.5244,0.0745,1.925e-12,--,0,0,1,0.9924,,,,,,,,,,,,,,,,,,,,
cg3897,-0.4654,0.0662,2.099e-12,+-,77.3,4.398,1,0.03597,,,,,,,,,,,,,,,,,,,,
cg4115,-0.19,0.0272,2.928e-12,+-,0,0.499,1,0.4799,,,,,,,,,,,,,,,,,,,,
cg2449,0.184,0.0264,2.941e-12,++,0,0.269,1,0.604,,,,,,,,,,,,,,,,,,,,
cg4618,0.3522,0.0505,3.148e-12,-+,62.7,2.678,1,0.1017,,,,,,,,,,,,,,,,,,,,
cg2776,-0.4334,0.0623,3.374e-12,--,0,0.717,1,0.3971,,,,,,,,,,,,,,,,,,,,
cg2210,-0.2924,0.0421,3.712e-12,+-,5.7,1.061,1,0.3031,,,,,,,,,,,,,,,,,,,,
cg3209,1.1966,0.1723,3.788e-12,+-,86,7.164,1,0.007437,,,,,,,,,,,,,,,,,,,,
cg80,-1.0096,0.1454,3.866e-12,--,94.9,19.674,1,9.185e-06,,,,,,,,,,,,,,,,,,,,
cg386,-0.4973,0.0719,4.632e-12,--,15.2,1.179,1,0.2775,,,,,,,,,,,,,,,,,,,,
cg907,-0.6289,0.0913,5.648e-12,+-,43.1,1.758,1,0.1849,,,,,,,,,,,,,,,,,,,,
cg96,0.6098,0.0889,6.76e-12,++,0,0.857,1,0.3547,,,,,,,,,,,,,,,,,,,,
cg4202,0.5743,0.0837,6.993e-12,++,0,0.354,1,0.552,,,,,,,,,,,,,,,,,,,,
cg2920,-0.6287,0.0922,9.043e-12,+-,81.4,5.388,1,0.02027,,,,,,,,,,,,,,,,,,,,
cg2103,0.2671,0.0392,9.146e-12,-+,0,0.251,1,0.6163,,,,,,,,,,,,,,,,,,,,
cg2198,-0.6213,0.0913,9.881e-12,--,0,0.028,1,0.8678,,,,,,,,,,,,,,,,,,,,
cg2388,0.6958,0.1025,1.123e-11,-+,18.2,1.222,1,0.269,,,,,,,,,,,,,,,,,,,,
cg3261,0.4588,0.0682,1.758e-11,++,79.4,4.866,1,0.02739,,,,,,,,,,,,,,,,,,,,
cg3695,1.4623,0.2175,1.773e-11,++,42.3,1.733,1,0.1881,,,,,,,,,,,,,,,,,,,,
cg494,0.411,0.0613,2.086e-11,++,0,0.882,1,0.3476,,,,,,,,,,,,,,,,,,,,
cg3187,1.0955,0.1642,2.56e-11,++,69.6,3.286,1,0.06986,,,,,,,,,,,,,,,,,,,,
cg3084,1.0454,0.1567,2.575e-11,++,90.5,10.576,1,0.001146,,,,,,,,,,,,,,,,,,,,
cg135,-0.4949,0.0743,2.687e-11,+-,56.6,2.303,1,0.1291,,,,,,,,,,,,,,,,,,,,
cg1289,-1.1292,0.1701,3.156e-11,--,17.8,1.217,1,0.2699,,,,,,,,,,,,,,,,,,,,
cg3498,0.0843,0.0127,3.752e-11,++,0,0.742,1,0.3891,,,,,,,,,,,,,,,,,,,,
cg1634,0.5407,0.0818,3.858e-11,++,0,0.018,1,0.893,,,,,,,,,,,,,,,,,,,,
cg1000,1.0421,0.1579,4.123e-11,++,92.1,12.681,1,0.0003694,,,,,,,,,,,,,,,,,,,,
cg4167,-0.3216,0.0487,4.154e-11,--,96.6,29.254,1,6.348e-08,,,,,,,,,,,,,,,,,,,,
cg2114,-0.4039,0.0612,4.23e-11,--,0,0.157,1,0.6916,,,,,,,,,,,,,,,,,,,,
cg3336,-0.0197,0.003,4.527e-11,+-,46.6,1.873,1,0.1711,,,,,,,,,,,,,,,,,,,,
cg4946,-0.4592,0.0699,5.02e-11,--,49.3,1.973,1,0.1601,,,,,,,,,,,,,,,,,,,,
cg1019,0.8963,0.1369,5.799e-11,++,83.3,5.982,1,0.01446,,,,,,,,,,,,,,,,,,,,
cg335,-0.2396,0.0366,5.84e-11,+-,0,0.877,1,0.3489,,,,,,,,,,,,,,,,,,,,
cg65,0.6862,0.1052,6.837e-11,++,0,0.011,1,0.9157,,,,,,,,,,,,,,,,,,,,
cg3417,-0.1855,0.0284,7.009e-11,--,0,0.27,1,0.6034,,,,,,,,,,,,,,,,,,,,
cg510,-0.4049,0.0624,8.335e-11,--,0,0.027,1,0.8701,,,,,,,,,,,,,,,,,,,,
cg49,-0.1891,0.0292,9.428e-11,--,0,0.059,1,0.8084,,,,,,,,,,,,,,,,,,,,
cg668,-0.4593,0.0711,1.027e-10,+-,53.4,2.148,1,0.1428,,,,,,,,,,,,,,,,,,,,
cg1938,-0.1886,0.0292,1.043e-10,+-,0,0.338,1,0.561,,,,,,,,,,,,,,,,,,,,
cg592,-0.4341,0.0676,1.355e-10,--,0,0.026,1,0.8724,,,,,,,,,,,,,,,,,,,,
